customer_id,first_name,last_name,gender,birthdate,age,country,signup_date
C000385,Gabriel,Kim,M,1950-07-20,76,Kenya,2020-06-18
C000386,Erica,Young,M,1981-02-03,45,South Africa,2020-08-30
C000387,Justin,Goodman,M,1979-08-20,47,United Kingdom,2020-09-10
C000388,Amanda,Collins,F,1996-06-15,30,United States,2022-11-06
C000389,Taylor,Conley,M,1985-10-14,40,Brazil,2020-03-16
C000390,Stacey,Joyce,M,1947-02-22,79,United Kingdom,2020-10-08
C000391,Juan,Reyes,F,1960-01-05,66,Indonesia,2021-03-01
C000392,Tammy,Montoya,M,1996-01-05,30,India,2022-10-21
C000393,Devon,Wright,F,1986-06-13,40,Indonesia,2021-11-05
C000394,Morgan,Spencer,F,1959-11-15,66,South Africa,2018-08-13
C000395,Meghan,Rosales,F,1949-10-05,76,Mexico,2019-09-17
C000396,Kathryn,Nelson,F,1980-11-09,45,Nigeria,2023-06-06
C000397,Dylan,Kim,M,1943-12-06,82,Philippines,2023-09-04
C000398,Jeffrey,Hayes,M,2011-02-09,15,Brazil,2020-02-05
C000399,Anthony,Brown,M,1967-10-10,58,Philippines,2021-01-04
C000400,Joe,Vang,F,1957-02-15,69,Kenya,2020-04-01
C000401,Anthony,Galvan,M,1996-02-26,30,South Africa,2023-01-12
C000402,Debra,Moody,M,1948-09-18,78,Brazil,2018-10-29
C000403,Justin,Gallegos,M,1960-12-23,65,Kenya,2022-03-05
C000404,Dominic,Thornton,M,2005-04-04,21,Nigeria,2020-09-09
C000405,Adam,Miller,M,1970-08-01,56,South Africa,2019-07-15
C000406,Mary,Dunn,M,1987-08-26,39,Mexico,2022-05-12
C000407,Allison,Rodriguez,F,1951-02-10,75,United Kingdom,2019-09-23
C000408,Kevin,Williams,Other,2001-09-14,24,United Kingdom,2020-07-08
C000409,Laura,Bryant,M,1949-03-11,77,India,2018-08-31
C000410,Rebecca,Carlson,F,2006-06-05,20,Mexico,2018-02-05
C000411,Zachary,Allen,M,1963-03-14,63,Mexico,2018-11-11
C000412,Ruben,Mendez,M,1947-02-17,79,Kenya,2019-06-11
C000413,Robert,Beck,F,1960-06-23,66,Nigeria,2018-07-07
C000414,Theresa,Jones,F,2006-05-28,20,India,2021-02-26
C000415,William,Mcneil,F,2010-05-05,16,Brazil,2021-04-28
C000416,Peter,Harrison,M,1951-09-21,75,Kenya,2021-10-24
C000417,Tina,King,M,2014-03-06,12,Indonesia,2018-02-05
C000418,Kristina,Cooper,M,1983-10-02,42,United States,2022-05-25
C000419,Courtney,Ingram,F,2013-05-21,13,Nigeria,2022-05-30
C000420,Marvin,Williams,M,1993-10-21,32,United States,2021-04-10
C000421,Lisa,Thompson,M,2009-05-21,17,Brazil,2022-09-03
C000422,Steven,Dominguez,F,1991-05-15,35,India,2021-10-15
C000423,Lisa,Brown,M,1960-08-14,66,Philippines,2022-08-27
C000424,Stephen,Carter,F,1983-10-05,42,South Africa,2018-04-06
C000425,James,Williams,M,1980-12-28,45,South Africa,2023-08-07
C000426,Zachary,Hays,M,1956-06-17,70,Mexico,2021-04-04
C000427,Jon,Mullins,F,1970-08-04,56,Brazil,2019-02-23
C000428,Michael,Norman,F,1958-02-02,68,Brazil,2023-03-12
C000429,Martin,Martinez,M,1993-04-28,33,Kenya,2020-03-16
C000430,Pamela,Paul,M,2013-12-11,12,Nigeria,2023-05-14
C000431,Paul,Beltran,M,2003-09-15,22,Philippines,2020-12-22
C000432,Tyler,Glass,M,2003-01-03,23,United Kingdom,2021-02-11
C000433,Laurie,Acosta,M,1970-04-19,56,South Africa,2018-06-22
C000434,Carrie,Short,F,1976-08-20,50,Philippines,2021-04-09
C000435,Manuel,Miller,F,1941-02-14,85,Kenya,2021-12-18
C000436,Kirk,Morrison,M,1986-07-12,40,United States,2020-07-22
C000437,Hannah,Bell,F,2012-09-07,14,South Africa,2018-04-03
C000438,Molly,Gomez,M,1949-07-17,77,Philippines,2023-12-26
C000439,Joshua,Whitney,M,1975-10-22,50,Indonesia,2023-09-07
C000440,Charles,Walsh,F,1952-07-12,74,South Africa,2020-03-06
C000441,Laurie,Shelton,M,1986-03-07,40,Indonesia,2023-09-18
C000442,Douglas,Lawson,M,2004-01-02,22,United States,2022-09-08
C000443,Austin,Jones,F,1982-08-17,44,Philippines,2022-09-01
C000444,Michael,Reyes,F,2005-03-11,21,Indonesia,2021-05-27
C000445,Cassie,Shelton,F,1990-10-24,35,Brazil,2023-09-09
C000446,Nathan,Hines,M,2004-09-18,21,Philippines,2021-06-10
C000447,Alyssa,Sanders,M,1978-08-27,48,United States,2021-11-23
C000448,John,Wilson,F,1954-07-19,72,Brazil,2022-05-31
C000449,Victor,Hughes,M,1943-10-16,82,Brazil,2021-05-15
C000450,Jose,Green,M,2014-10-08,11,United States,2020-09-04
C000451,Wendy,Mitchell,M,1961-09-21,65,Indonesia,2023-07-01
C000452,Travis,Martinez,M,1988-03-27,38,Nigeria,2023-02-11
C000453,Shannon,Roach,F,1954-04-01,72,Philippines,2020-09-01
C000454,Christopher,Fleming,F,1959-07-23,67,Nigeria,2023-01-26
C000455,Luis,Reed,F,2000-12-24,25,United States,2018-05-23
C000456,Amber,Vance,M,2006-04-18,20,South Africa,2023-02-08
C000457,Jennifer,Ho,Other,2001-09-13,24,South Africa,2021-10-28
C000458,Laura,Hicks,M,1998-09-11,28,Mexico,2018-09-23
C000459,James,Taylor,F,1973-10-16,52,Nigeria,2022-09-27
C000460,Anthony,Spencer,M,1975-09-10,51,Nigeria,2020-03-18
C000461,Linda,Arnold,M,1978-05-23,48,Nigeria,2021-09-02
C000462,Christopher,Parker,M,2002-06-16,24,South Africa,2023-12-30
C000463,Jennifer,Fox,M,1975-05-04,51,Indonesia,2022-08-12
C000464,Madeline,Jones,M,1988-07-27,38,South Africa,2023-10-31
C000465,Dawn,Cole,M,1958-05-02,68,Brazil,2022-01-29
C000466,Melvin,Humphrey,M,1950-06-15,76,Brazil,2022-09-05
C000467,Danielle,White,M,1967-04-27,59,Mexico,2023-10-18
C000468,Ryan,Bartlett,F,2011-12-09,14,Kenya,2018-05-02
C000469,David,Hernandez,F,2015-04-08,11,United States,2018-12-27
C000470,Marcus,Fletcher,M,2007-04-21,19,Nigeria,2020-01-28
C000471,Shelley,Jacobson,F,1992-06-23,34,Philippines,2023-01-27
C000472,John,Reid,F,1957-01-18,69,Kenya,2021-04-21
C000473,David,Turner,F,2000-08-21,26,Nigeria,2021-03-14
C000474,Wayne,Jackson,M,1976-06-10,50,United States,2023-08-25
C000475,Eric,Hopkins,M,1951-11-19,74,Nigeria,2022-04-28
C000476,Cassie,Kirby,M,1944-03-14,82,Kenya,2021-05-19
C000477,Marcia,Johnson,M,1944-07-26,82,Philippines,2018-04-10
C000478,Darlene,Ray,F,1977-01-01,49,Brazil,2021-11-26
C000479,Katie,Butler,M,1953-06-10,73,Philippines,2021-10-31
C000480,Tyler,Burton,Other,2009-09-16,16,Kenya,2019-09-27
C000481,Sue,Webb,M,1999-05-07,27,India,2022-10-29
C000482,Gail,Evans,F,1998-11-09,27,Kenya,2018-06-09
C000483,Brian,Gonzales,F,1983-05-19,43,Nigeria,2020-11-26
C000484,James,Lawson,F,1991-07-17,35,South Africa,2019-11-16
C000485,Jennifer,Gross,F,1952-03-05,74,Philippines,2023-03-01
C000486,Theresa,Anderson,F,1971-01-09,55,United Kingdom,2020-03-22
C000487,Anna,Flores,F,1974-06-10,52,Indonesia,2020-10-18
C000488,Joseph,Wright,M,1941-05-21,85,South Africa,2018-08-01
C000489,Kelly,Cruz,M,1947-11-04,78,Philippines,2021-09-09
C000490,John,Grimes,F,1991-11-17,34,Brazil,2018-12-16
C000491,Mark,Lane,M,1977-06-20,49,Nigeria,2019-11-16
C000492,Kathryn,Jimenez,F,1957-08-05,69,Philippines,2021-02-01
C000493,Victor,Parker,M,1987-07-23,39,Mexico,2018-02-20
C000494,Sierra,Wagner,M,2008-11-27,17,Nigeria,2023-10-19
C000495,Jason,Gomez,M,1950-09-15,76,Mexico,2018-04-21
C000496,Troy,Khan,M,1949-10-04,76,United States,2021-12-03
C000497,Thomas,Herrera,M,2004-04-19,22,Mexico,2023-01-30
C000498,Ryan,Khan,F,1981-09-15,45,India,2022-05-13
C000499,Kathryn,Diaz,M,2014-08-03,12,Mexico,2020-05-27
C000500,Ashley,Lee,F,1947-08-05,79,Mexico,2021-04-26
